0	34
1	34
2	34
3	34
4	34
5	34
6	34
7	33
8	33
9	33
10	33
11	32
12	32
13	32
14	32
15	31
16	31
17	30
18	30
19	30
20	29
21	29
22	28
23	28
24	27
25	27
26	26
27	26
28	25
29	25
30	24
31	24
32	23
33	22
34	22
35	21
36	20
37	20
38	19
39	18
40	18
41	17
42	16
43	16
44	15
45	14
46	14
47	13
48	12
49	11
50	11
51	10
52	9
53	9
54	8
55	8
56	7
57	6
58	6
59	5
60	5
61	4
62	4
63	3
64	3
65	3
66	2
67	2
68	1
69	1
70	1
71	1
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	1
83	1
84	1
85	1
86	2
87	2
88	2
89	3
90	3
91	4
92	4
93	5
94	5
95	6
96	6
97	7
98	8
99	8
100	9
101	10
102	10
103	11
104	12
105	13
106	14
107	14
108	15
109	16
110	17
111	18
112	19
113	20
114	21
115	22
116	23
117	24
118	25
119	26
120	27
121	28
122	29
123	30
124	31
125	32
126	33
127	34
128	35
129	36
130	37
131	38
132	39
133	40
134	41
135	41
136	42
137	43
138	44
139	45
140	46
141	47
142	48
143	48
144	49
145	50
146	51
147	52
148	53
149	53
150	54
151	54
152	55
153	56
154	56
