0	27
1	27
2	27
3	27
4	27
5	27
6	27
7	26
8	26
9	26
10	26
11	26
12	26
13	26
14	26
15	25
16	25
17	25
18	25
19	25
20	25
21	25
22	24
23	24
24	24
25	24
26	24
27	23
28	23
29	23
30	23
31	23
32	22
33	22
34	22
35	22
36	22
37	21
38	21
39	21
40	21
41	20
42	20
43	20
44	20
45	19
46	19
47	19
48	19
49	18
50	18
51	18
52	18
53	17
54	17
55	17
56	16
57	16
58	16
59	16
60	15
61	15
62	15
63	15
64	14
65	14
66	14
67	14
68	13
69	13
70	13
71	13
72	12
73	12
74	12
75	12
76	11
77	11
78	11
79	11
80	11
81	10
82	10
83	10
84	10
85	10
86	9
87	9
88	9
89	9
90	9
91	8
92	8
93	8
94	8
95	8
96	8
97	8
98	7
99	7
100	7
101	7
102	7
103	7
104	7
105	6
106	6
107	6
108	6
109	6
110	6
111	6
112	6
113	6
114	5
115	5
116	5
117	5
118	5
119	5
120	5
121	5
122	5
123	5
124	5
125	4
126	4
127	4
128	4
129	4
130	4
131	4
132	4
133	4
134	4
135	4
136	4
137	4
138	3
139	3
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	2
273	2
274	2
275	2
276	2
277	2
278	2
279	2
280	2
281	2
282	3
283	3
284	3
285	3
286	3
287	3
288	3
289	3
290	3
291	4
292	4
293	4
294	4
295	4
296	4
297	4
298	4
299	5
300	5
301	5
302	5
303	5
304	5
305	5
306	6
307	6
308	6
309	6
310	6
311	6
312	7
313	7
314	7
315	7
316	7
317	7
318	8
319	8
320	8
321	8
322	8
323	8
324	9
325	9
326	9
327	9
328	9
329	10
330	10
331	10
332	10
333	10
334	11
335	11
336	11
337	11
338	12
339	12
340	12
341	12
342	12
343	13
344	13
345	13
346	13
347	14
348	14
349	14
350	14
351	15
352	15
353	15
354	15
355	15
356	16
357	16
358	16
359	17
360	17
361	17
362	17
363	18
364	18
365	18
366	18
367	19
368	19
369	19
370	19
371	20
372	20
373	20
374	20
375	21
376	21
377	21
378	22
379	22
380	22
381	22
382	23
383	23
384	23
385	23
386	24
387	24
388	24
389	24
390	24
391	25
392	25
393	25
394	25
395	26
396	26
397	26
398	26
399	26
400	27
401	27
402	27
403	27
404	27
405	27
406	28
407	28
408	28
409	28
410	28
411	28
412	28
413	28
414	28
415	29
416	29
417	29
418	29
419	29
420	29
421	29
422	29
423	29
424	29
425	29
426	29
427	29
428	29
429	29
430	29
431	29
432	29
433	29
434	29
435	29
436	29
437	29
438	29
439	29
440	29
441	29
442	29
443	29
444	29
