0	14
1	14
2	13
3	13
4	13
5	13
6	13
7	13
8	12
9	12
10	12
11	12
12	11
13	11
14	11
15	11
16	10
17	10
18	10
19	10
20	9
21	9
22	9
23	8
24	8
25	8
26	7
27	7
28	7
29	7
30	6
31	6
32	6
33	5
34	5
35	5
36	4
37	4
38	4
39	3
40	3
41	3
42	3
43	2
44	2
45	2
46	2
47	1
48	1
49	1
50	1
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	1
71	1
72	1
73	1
74	2
75	2
76	2
77	3
78	3
79	3
80	4
81	4
82	5
83	5
84	6
85	6
86	7
87	7
88	8
89	8
90	9
91	9
92	10
93	11
94	11
95	12
96	12
97	13
98	14
99	14
100	15
101	16
102	17
103	17
104	18
105	18
106	19
107	20
108	20
109	21
110	22
111	22
112	23
113	24
114	24
115	25
116	25
117	26
118	26
119	27
120	28
